MSSubClass,LotArea,YearBuilt,TotalBsmtSF,KitchenAbvGr,TotRmsAbvGrd,GarageArea,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Sawyer,Neighborhood_StoneBr,Neighborhood_Veenker
20,12030,2007,1694,1,7,818,318000,0,0,1,0,0,0,0,0,0,1,0,0,0
50,8741,1945,735,1,7,220,113000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,9000,2008,1566,1,7,750,262500,1,0,0,0,0,0,0,0,0,0,0,0,0
30,3880,1945,686,1,4,0,110500,0,0,0,1,0,0,0,0,0,0,0,0,0
50,5000,1900,540,1,6,352,79000,0,0,0,1,0,0,0,0,0,0,0,0,0
160,10762,1980,626,1,6,288,120000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8880,1994,948,1,8,463,205000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10400,1988,1845,1,6,604,241500,0,0,1,0,0,0,0,1,0,0,0,0,0
190,9142,1910,1020,2,9,440,137000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,11310,1954,1367,1,5,451,140000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11317,2003,840,1,8,500,180000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,159000,1958,1444,1,7,389,277000,0,0,1,0,1,0,0,0,0,0,0,0,0
30,5350,1940,728,1,6,0,76500,0,0,1,0,0,0,0,0,0,0,0,0,0
120,4750,2006,1573,1,5,538,235000,0,0,0,1,0,1,0,0,0,0,0,0,0
60,8366,2004,798,1,6,520,173000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9350,1964,1302,1,7,309,158000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8400,1957,1314,1,5,294,145000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8738,1999,975,1,8,429,230000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8791,2003,864,1,7,673,207500,1,0,0,0,0,0,0,0,0,0,0,0,0
20,8814,2006,1604,1,8,660,220000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,12435,2001,963,1,7,564,231500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12702,1956,0,1,4,308,97000,0,0,0,1,0,0,0,0,0,0,0,0,0
80,19296,1962,1362,1,6,884,176000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9588,2007,1482,1,10,868,276000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,8471,1977,506,1,6,492,151000,0,0,1,0,0,0,0,0,0,0,1,0,0
50,5500,1929,926,1,6,484,130000,0,0,0,1,0,0,0,0,0,0,0,0,0
30,5232,1925,680,1,4,504,73000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,12090,1981,1422,1,7,576,175500,0,0,1,0,0,0,0,1,0,0,0,0,0
60,11207,1997,802,1,8,413,185000,0,0,1,0,0,0,0,0,0,0,0,0,0
75,8400,1939,720,1,8,240,179500,0,0,1,0,0,0,0,0,0,0,0,0,0
30,6900,1940,740,1,4,924,120500,0,0,0,1,0,0,0,0,0,0,0,0,0
20,7917,1976,1143,1,6,504,148000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,10728,2006,1095,1,8,1053,266000,1,0,0,0,0,0,0,0,0,0,0,0,0
20,39104,1954,1385,1,5,439,241500,0,0,1,0,1,0,0,0,0,0,0,0,0
60,11764,1999,1152,1,9,671,290000,0,0,1,0,1,0,0,0,1,0,0,0,0
20,9600,1958,1240,1,6,338,139000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8314,1982,816,1,5,264,124500,0,0,1,0,0,0,0,0,0,0,0,0,0
50,7264,1925,952,1,5,672,205000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9196,2003,1560,1,7,573,201000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,19138,1951,864,1,4,400,141000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,14450,2006,2121,1,8,732,415298,0,0,1,0,0,0,0,0,0,1,0,0,0
60,10005,1977,1160,1,8,505,192000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11287,1989,807,1,7,575,228500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7200,2006,1262,1,5,572,185000,1,0,0,0,0,0,0,0,0,0,0,0,0
120,5063,2007,1314,1,6,626,207500,0,0,1,0,0,0,0,0,0,1,0,0,0
20,9612,2008,1468,1,6,898,244600,0,0,1,0,0,0,0,0,0,0,0,0,0
120,8012,1992,1575,1,5,529,179200,0,0,1,0,0,0,0,0,0,0,0,0,0
160,4251,2006,625,1,5,528,164700,1,0,0,0,0,0,0,0,0,0,0,0,0
50,9786,1962,912,1,7,440,159000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8125,1971,858,1,5,0,88000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9819,1967,882,1,5,280,122000,0,0,1,0,0,0,0,0,0,0,1,0,0
70,8730,1915,698,1,7,384,153575,0,0,1,0,0,0,0,0,0,0,0,0,0
60,15611,2006,1079,1,8,685,233230,0,0,1,0,0,0,0,0,0,0,0,0,0
190,5687,1912,780,1,9,0,135900,0,0,1,0,0,0,0,0,0,0,0,0,0
50,11409,1949,768,1,8,281,131000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,16659,1977,795,1,9,539,235000,0,0,1,0,0,0,0,1,0,0,0,0,0
20,9600,1953,1416,1,7,418,167000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,7937,1984,1003,1,6,588,142500,0,0,1,0,1,0,0,0,0,0,0,0,0
50,13710,1950,910,1,6,282,152000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,7399,1997,975,1,7,576,239000,1,0,0,0,0,0,0,0,0,0,0,0,0
60,11700,1968,702,1,7,539,175000,0,0,1,0,0,0,0,1,0,0,0,0,0
20,14000,1950,1092,1,6,300,158500,0,0,1,0,0,1,0,0,0,0,0,0,0
190,15750,1953,1165,1,5,375,157000,0,0,1,0,0,1,0,0,0,0,0,0,0
60,16226,1998,1028,1,9,683,267000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,13704,2001,1541,1,6,843,205000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9800,1972,894,1,5,552,149900,0,0,1,0,0,0,0,0,0,0,0,0,0
75,18386,1880,1470,1,10,870,295000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10386,2004,2000,1,8,888,305900,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13474,1990,700,1,8,746,225000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,7920,1920,319,1,6,0,89500,0,0,0,1,0,0,0,0,0,0,0,0,0
30,12342,1940,861,1,4,539,82500,0,0,1,0,0,0,1,0,0,0,0,0,0
20,12378,2003,1896,1,8,708,360000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,7685,1993,697,1,6,420,165600,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8000,1948,972,1,5,240,132000,0,0,1,0,0,0,0,0,0,0,0,0,0
190,7800,1939,793,1,5,410,119900,0,0,0,1,0,0,0,0,0,0,0,0,0
20,215245,1965,2136,1,8,513,375000,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9600,1925,728,1,6,546,178000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,7795,2004,716,1,6,432,188500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13005,1980,845,1,10,484,260000,0,0,1,0,0,0,0,1,0,0,0,0,0
60,9000,2006,1088,1,8,1025,270000,1,0,0,0,0,0,0,0,0,0,0,0,0
60,9900,1993,1347,1,9,656,260000,0,0,1,0,0,0,0,0,1,0,0,0,0
80,14115,1980,1372,1,6,588,187500,0,0,1,0,0,0,0,1,0,0,0,0,0
60,16259,2006,1249,1,9,840,342643,0,0,1,0,0,0,0,0,0,1,0,0,0
60,12099,2004,1136,1,10,872,354000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,10380,1986,1502,1,8,576,301000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,5820,1955,1162,1,6,220,126175,0,0,0,1,0,0,0,0,0,0,0,0,0
80,11275,1967,710,1,11,564,242000,0,0,1,0,0,0,0,0,0,0,0,0,0
45,5000,1941,720,1,5,360,87000,0,0,0,1,0,0,0,0,0,0,0,0,0
120,10846,1993,1719,1,6,473,324000,0,0,1,0,1,0,0,0,0,0,0,0,1
20,11600,1960,1383,1,7,292,145250,0,0,1,0,0,0,0,0,0,0,0,0,0
75,11888,1916,844,1,10,441,214500,0,0,1,0,0,0,0,0,0,0,0,0,0
70,6402,1920,596,1,6,189,78000,0,0,0,1,0,0,0,0,0,0,0,0,0
90,10624,1964,1728,2,10,352,119000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8176,1958,1056,1,6,308,139000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10655,2003,3206,1,7,880,284000,0,0,1,0,0,0,0,0,0,1,0,0,0
120,8198,2004,1358,1,6,484,207000,0,0,0,1,0,0,0,0,0,1,0,0,0
60,9042,1998,943,1,7,472,192000,0,0,1,0,0,0,0,0,0,0,0,0,0
190,164660,1965,1499,1,7,529,228950,0,0,1,0,0,0,0,0,0,0,0,0,0
20,14157,2005,1922,1,8,676,377426,0,0,1,0,0,0,0,0,0,0,0,1,0
20,9135,2002,1536,1,7,532,214000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,14145,1984,1208,1,8,440,202500,0,0,1,0,0,0,0,1,0,0,0,0,0
20,12400,1958,1215,1,6,297,155000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,14191,2002,967,1,9,431,202900,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8400,1950,721,1,4,294,82000,0,1,0,0,0,0,0,0,0,0,0,0,0
90,8544,1949,0,2,6,400,87500,0,0,1,0,0,0,0,0,0,0,0,0,0
120,8849,2005,1684,1,6,564,266000,0,0,1,0,0,0,0,0,0,1,0,0,0
160,2592,1976,536,1,4,336,85000,0,0,0,1,0,0,0,0,0,0,0,0,0
50,6435,1939,972,1,6,312,140200,0,0,1,0,0,0,0,0,0,0,0,0,0
20,12772,1960,958,1,5,301,151500,0,0,1,0,1,0,0,0,0,0,0,0,0
20,17600,1960,1478,1,6,498,157500,0,0,1,0,0,0,0,0,0,0,0,0,0
160,2448,2003,764,1,6,474,154000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,20431,2005,1848,1,10,706,437154,0,0,1,0,0,0,0,0,0,1,0,0,0
120,7820,2007,1869,1,6,617,318061,0,0,1,0,0,0,0,0,0,1,0,0,0
120,5271,1986,1453,1,6,445,190000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,9084,1941,616,1,5,200,95000,0,0,1,0,0,0,1,0,0,0,0,0,0
30,8520,1928,624,1,5,484,105900,0,0,0,1,0,0,0,0,0,0,0,0,0
50,8400,1940,940,1,6,240,140000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11249,1995,1200,1,6,521,177500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9248,1992,1158,1,6,400,173000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,4224,1976,1142,1,6,528,134000,0,0,0,1,0,0,0,0,0,0,0,0,0
80,6930,1958,1062,1,6,288,130000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,12011,1998,1086,1,7,592,280000,0,0,1,0,1,0,0,0,1,0,0,0,0
85,7540,1978,888,1,5,470,156000,0,0,1,0,1,0,0,0,0,0,0,0,0
50,9144,1940,883,1,8,240,145000,0,0,1,0,0,0,0,0,0,0,0,0,0
85,7301,2003,0,1,7,672,198500,0,0,1,0,0,0,1,0,0,0,0,0,0
160,1680,1972,483,1,5,264,118000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,18800,1976,796,1,6,566,190000,0,0,1,0,0,0,0,1,0,0,0,0,0
70,10690,1920,672,1,6,468,147000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,9500,1963,1394,1,6,514,159000,0,0,1,0,0,0,0,0,0,0,0,0,0
80,9150,1962,1099,1,6,296,165000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7800,1954,1268,1,7,244,132000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9830,1959,1063,1,7,576,162000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8121,2000,953,1,7,460,172400,0,0,1,0,0,0,0,0,0,0,0,0,0
50,17120,1959,0,1,7,680,134432,0,0,1,0,0,0,0,0,0,0,0,0,0
120,7175,1984,744,1,4,264,125000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,10634,1953,608,1,5,270,123000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8200,2003,847,1,8,434,219500,0,0,1,0,0,0,0,0,0,0,0,0,0
30,10020,1922,683,1,4,0,61000,0,0,1,0,0,0,1,0,0,0,0,0,0
85,8846,1996,870,1,5,576,148000,0,0,1,0,1,0,0,0,0,0,0,0,0
60,11143,2004,1580,1,8,610,340000,1,0,0,0,0,0,0,0,0,0,0,0,0
20,11394,2010,1856,1,8,834,394432,0,0,1,0,0,0,0,0,0,0,0,1,0
60,8123,2000,982,1,7,463,179000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,5000,1924,1026,1,6,308,127000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,7200,2006,1293,1,5,572,187750,1,0,0,0,0,0,0,0,0,0,0,0,0
60,9245,2006,939,1,8,639,213500,0,0,1,0,0,0,0,0,0,0,0,0,0
45,9000,1928,784,1,5,360,76000,0,1,0,0,0,0,0,0,0,0,0,0,0
60,53107,1992,1580,1,9,501,240000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,3182,2004,1256,1,6,430,192000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8410,1910,658,1,8,0,81000,0,0,1,0,0,0,1,0,0,0,0,0,0
80,7200,1976,1041,1,6,352,125000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,9382,1999,1468,1,6,577,191000,0,0,1,0,1,0,0,0,0,0,0,0,0
60,12474,2007,1682,1,9,846,426000,0,0,1,0,0,0,0,0,0,1,0,0,0
50,8405,1900,861,1,7,384,119000,0,0,1,0,0,0,1,0,0,0,0,0,0
60,12209,2001,804,1,7,560,215000,0,0,1,0,1,0,0,0,0,0,0,0,0
20,8339,1959,0,1,5,294,106500,0,0,1,0,0,0,0,0,0,0,0,0,0
30,7446,1941,788,1,4,0,100000,0,0,1,0,0,0,0,0,0,0,0,0,0
50,10134,1940,735,1,5,240,109000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9571,1956,1144,1,6,596,129000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,7200,1972,894,1,6,600,123000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,7590,1962,864,1,8,264,169500,0,0,1,0,0,0,0,0,0,0,0,0,0
30,8967,1920,961,1,6,338,67000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,8125,2006,1092,1,7,438,241000,1,0,0,0,0,0,0,0,0,0,0,0,0
120,14963,1996,1260,1,4,500,245500,0,0,1,0,0,0,0,0,0,0,0,0,1
20,8767,2005,1310,1,6,400,164990,0,0,1,0,0,0,0,0,0,0,0,0,0
30,10200,1940,672,1,4,240,108000,0,0,1,0,0,0,0,0,0,0,1,0,0
60,12090,1998,1141,1,10,420,258000,0,0,1,0,0,0,0,0,1,0,0,0,0
60,10364,1995,806,1,7,373,168000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9991,1976,1281,1,8,490,150000,0,0,1,0,0,0,0,0,0,0,1,0,0
50,10480,1936,1064,1,6,240,115000,0,0,1,0,0,0,0,0,0,0,0,0,0
70,15576,1915,840,1,8,308,177000,0,0,1,0,0,1,0,0,0,0,0,0,0
60,14154,2006,1063,1,9,947,280000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,10800,2007,1034,1,8,836,339750,1,0,0,0,0,0,0,0,0,0,0,0,0
20,9571,1958,1276,1,5,350,60000,0,0,1,0,0,0,1,0,0,0,0,0,0
190,34650,1955,1056,1,5,572,145000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,4403,2009,1470,1,7,484,222000,1,0,0,0,0,0,0,0,0,0,0,0,0
30,8960,1927,1008,1,5,360,115000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,11228,1993,1080,1,9,678,228000,0,0,1,0,1,0,0,0,0,0,0,0,0
20,8899,2007,1340,1,6,396,181134,0,0,1,0,0,0,0,0,0,0,0,0,0
60,7844,1978,672,1,6,440,149500,0,0,1,0,0,0,0,0,0,0,1,0,0
70,22420,1918,1370,1,10,864,239000,0,0,1,0,0,1,0,0,0,0,0,0,0
50,8160,1940,756,1,7,240,126000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,8450,1968,1056,1,6,304,142000,0,0,1,0,0,0,0,0,0,0,0,0,0
90,7060,1997,1344,2,8,784,206300,0,0,0,1,0,0,0,0,0,0,0,0,0
20,16635,1977,1602,1,8,529,215000,0,0,1,0,0,0,0,1,0,0,0,0,0
20,21750,1954,988,1,4,520,113000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9200,1998,1470,1,8,696,315000,0,0,1,0,0,0,0,0,1,0,0,0,0
20,9000,1956,1196,1,6,297,139000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,3378,1946,651,1,6,240,135000,0,0,0,1,0,0,0,0,0,0,0,0,0
80,12800,1989,1518,1,5,569,275000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8593,1957,907,1,5,352,109008,0,0,1,0,0,0,0,0,0,0,0,0,0
20,6762,2007,1208,1,6,628,195400,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11457,1988,1392,1,6,576,175000,0,0,1,0,0,0,0,0,0,0,0,0,0
160,1680,1971,483,1,4,264,85400,0,0,0,1,0,0,0,0,0,0,0,0,0
50,5586,1920,901,1,7,0,79900,0,0,0,1,0,0,0,0,0,0,0,0,0
160,1920,1971,765,1,6,440,122500,0,0,0,1,0,0,0,0,0,0,0,0,0
60,10839,1997,926,1,7,470,181000,0,0,1,0,0,0,0,0,0,0,0,0,0
180,1890,1972,630,1,3,0,81000,0,0,0,1,0,0,0,0,0,0,0,0,0
60,10667,1996,799,1,6,550,212000,0,0,1,0,1,0,0,0,0,0,0,0,0
50,4400,1920,648,1,6,440,116000,0,0,0,1,0,0,0,0,0,0,0,0,0
45,6000,1926,884,1,4,180,119000,0,0,0,1,0,0,0,0,0,0,0,0,0
30,4280,1913,440,1,4,352,90350,0,0,1,0,0,1,0,0,0,0,0,0,0
50,12354,1920,684,1,7,528,110000,0,0,1,0,0,0,1,0,0,0,0,0,0
20,15431,2008,3094,1,10,672,555000,0,0,1,0,0,0,0,0,0,1,0,0,0
90,12108,1955,1440,2,8,0,118000,0,0,1,0,0,0,1,0,0,0,0,0,0
50,6240,1930,1078,1,8,360,162900,0,0,0,1,0,0,0,0,0,0,0,0,0
120,3922,2006,1258,1,6,648,172500,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8750,1994,915,1,8,493,210000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9855,1956,1436,1,7,480,127500,0,0,1,0,0,0,1,0,0,0,0,0,0
20,16492,1966,1517,1,6,578,190000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,11214,1998,930,1,10,431,199900,0,0,1,0,0,0,0,0,0,0,0,0,0
50,8600,1937,780,1,7,198,119500,0,0,0,1,0,0,0,0,0,0,0,0,0
50,6000,1948,649,1,6,308,120000,0,0,0,1,0,0,0,0,0,0,0,0,0
30,5684,1930,813,1,5,270,110000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,70761,1975,1533,1,5,576,280000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9303,1996,872,1,7,422,204000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,9000,2008,768,1,6,676,210000,1,0,0,0,0,0,0,0,0,0,0,0,0
90,9297,1976,1728,2,8,560,188000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9600,1973,1242,1,6,528,175500,0,0,1,0,0,0,0,1,0,0,0,0,0
70,4571,1916,624,1,7,513,98000,0,0,0,1,0,0,0,0,0,0,0,0,0
20,53227,1954,1364,1,6,529,256000,0,0,1,0,1,0,0,0,0,0,0,0,0
70,5100,1925,588,1,7,228,161000,0,0,0,1,0,0,0,0,0,0,0,0,0
50,7015,1950,709,1,5,352,110000,0,0,1,0,0,0,0,0,0,0,0,0,0
60,8004,2009,832,1,8,552,263435,1,0,0,0,0,0,0,0,0,0,0,0,0
70,7200,1936,560,1,6,576,155000,0,0,1,0,0,0,0,0,0,0,0,0,0
20,8281,1965,864,1,5,360,62383,0,0,1,0,0,0,0,0,0,0,1,0,0
70,11988,1934,715,1,6,240,188700,0,0,1,0,0,1,0,0,0,0,0,0,0
20,8430,1978,1040,1,5,0,124000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,3072,2004,1375,1,6,398,178740,0,0,0,1,0,0,0,0,0,0,0,0,0
20,10628,1970,1277,1,5,526,167000,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9480,1942,728,1,7,312,146500,0,0,1,0,0,0,0,0,0,0,0,0,0
20,11428,2006,1626,1,7,866,250000,0,0,1,0,0,0,0,0,0,1,0,0,0
60,9291,1993,832,1,7,506,187000,0,0,1,0,0,0,0,0,0,0,0,0,0
120,6820,1985,1488,1,4,528,212000,0,0,1,0,0,0,0,0,0,0,0,1,0
60,11952,1977,808,1,8,534,190000,0,0,1,0,0,0,0,1,0,0,0,0,0
180,3675,2005,547,1,5,525,148000,0,0,0,1,0,0,1,0,0,0,0,0,0
20,14977,2006,1976,1,7,908,440000,0,0,1,0,0,0,0,0,0,1,0,0,0
120,5330,2000,1494,1,6,499,251000,0,0,1,0,0,0,0,0,0,0,0,1,0
20,8480,1963,970,1,5,624,132500,0,0,1,0,0,0,0,0,0,0,1,0,0
20,13125,1997,1478,1,7,508,208900,0,0,1,0,0,0,0,0,0,0,0,0,0
60,13693,2006,2153,1,9,694,380000,0,0,1,0,0,0,0,0,0,1,0,0,0
20,10637,2007,1705,1,7,826,297000,0,0,1,0,0,0,0,0,0,0,0,0,0
30,5925,1937,907,1,7,672,89471,0,0,0,1,0,0,0,0,0,0,0,0,0
20,16033,2004,1833,1,8,772,326000,0,0,1,0,0,0,0,0,0,1,0,0,0
20,11846,2003,1792,1,6,874,374000,0,0,1,0,0,0,0,0,0,1,0,0,0
